visitID,date,timeC,timeR,net,bander,enc,spp,bandNumber,colorComboL,colorComboR,age,sex,cpBp,fat,mass,wing,tail,tarsus,molt?,howSexed,howAged,bSample,notes
NZP_2016-12-03,2016-12-03,NA,NA,NA,JLM,B,WBNU,2741-54668,P,X,AHY,U,NA,0,20.9,91,47,NA,NA,NA,NA,NA,"band combo was backwards, changed -rz"
NZP_2016-12-03,2016-12-03,NA,NA,NA,JLM,B,TUTI,2741-54669,P,X,AHY,U,NA,0,16,94,85,NA,NA,NA,NA,NA,"band combo was backwards, changed -rz"
NZP_2016-12-03,2016-12-03,NA,NA,NA,JLM,B,CACH,2750-64370,XP,PP,AHY,U,NA,0,9.8,61,41,NA,NA,NA,NA,tail_U,Tail feather taken
NZP_2016-12-03,2016-12-03,NA,NA,NA,JLM,B,DEJU,2750-64369,X,P,AHY,U,NA,0,15.8,72,62,NA,NA,NA,NA,tail_U,Tail feather taken
NZP_2016-12-05,2016-12-05,NA,NA,NA,JLM,B,DEJU,2750-64372,X,O,AHY,U,NA,0,NA,73,62,NA,NA,NA,NA,NA,scale broken
NZP_2016-12-05,2016-12-05,NA,NA,NA,JLM,B,DEJU,2750-64373,X,Y,AHY,U,NA,0,NA,76,61,NA,NA,NA,NA,tail_U,scale broken
NZP_2017-01-11,2017-01-11,11:45,NA,NA,AEH,B,NOCA,2651-51878,R,XG,AHY,M,NA,1,NA,94,95,NA,NA,NA,NA,NA,mass provided as 52.3
NZP_2017-01-11,2017-01-11,11:45,NA,NA,AEH,B,NOCA,2651-51879,X,-,AHY,F,NA,NA,47.9,NA,NA,NA,NA,NA,NA,NA,signs of stress
NZP_2017-01-11,2017-01-11,11:45,NA,NA,AEH,B,NOCA,2651-51880,XG,Y,AHY,M,NA,2,48.6,90,89,NA,NA,NA,NA,NA,wing pic
NZP_2017-01-11,2017-01-11,11:45,NA,NA,AEH,B,NOCA,2651-51881,G,GX,AHY,F,NA,1,NA,92,106,NA,NA,NA,NA,NA,"wing pic, mass provided as 50.5"
NZP_2017-01-11,2017-01-11,11:45,NA,NA,AEH,R,WBNU,2741-54668,P,X,AHY,U,NA,0,21.9,91,46,NA,NA,NA,NA,NA,wing pic
NZP_2017-01-11,2017-01-11,11:45,NA,NA,DLA,B,TUTI,2741-54670,X,KO,AHY,U,NA,1,22.4,78,63,NA,NA,NA,NA,tail_NZP-DC-738,NA
NZP_2017-01-11,2017-01-11,11:45,NA,NA,DLA,B,TUTI,2741-54671,PY,X,AHY,U,NA,1,23.3,85,80,NA,NA,NA,NA,NA,NA
NZP_2017-01-11,2017-01-11,11:45,NA,NA,AEH,B,WBNU,2741-54672,GX,GG,AHY,U,NA,0.5,20.9,89,46,NA,NA,NA,NA,NA,wing pic
NZP_2017-01-11,2017-01-11,12:00,NA,NA,AEH,B,HOFI,2741-54673,X,-,AHY,M,NA,2,22.1,76,60,NA,NA,NA,NA,NA,wing pic
NZP_2017-01-11,2017-01-11,11:45,NA,NA,AEH,B,CACH,2750-64375,BY,X,AHY,U,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,11:44,NA,SMBC2,REZ,B,TUTI,2741-54674,PM,X,AHY,U,NA,1,19.8,78,64,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:45,13:06,SMBC4,TAG,B,TUTI,2741-54675,-,X,AHY,U,NA,2,21.3,76,68,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:59,13:08,SMBC4,DLA,B,TUTI,2741-54676,-,X,AHY,U,NA,2,20.9,78,68,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:50,13:12,NA,DLA,B,TUTI,2741-54678,-,X,AHY,U,NA,3,23,79,68,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:50,13:11,NA,TAG,B,WBNU,2741-54677,-,X,AHY,F,NA,1,19.9,84,43,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:51,13:20,SMBC2,TAG,B,TUTI,2741-54679,-,X,SY,U,NA,2,20.2,77,72,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:50,13:20,SMBC4,DLA,B,TUTI,2741-54680,-,X,AHY,U,NA,1,20.1,74,67,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:49,13:27,SMBC4,AEH,B,DOWO,2741-54681,-,X,AHY,F,NA,0,25.9,93,58,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:51,13:34,SMBC2,REZ,B,DOWO,2741-54682,-,X,AHY,M,NA,0,26.3,99,52,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,12:57,13:39,SMBC2,REZ,B,TUTI,2741-54683,-,X,AHY,U,NA,1,19.4,75,64,NA,NA,NA,NA,NA,NA
NZP_2017-01-12,2017-01-12,11:50,12:12,SMBC2,AEH,B,AMGO,2750-64374,-,X,AHY,U,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,released- mild leg injury
NZP_2017-01-12,2017-01-12,12:52,12:55,SMBC4,TAG,R,CACH,2750-64375,BY,X,AHY,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,10:18,10:39,SMBC1,AEH,B,NOCA,2651-51882,M,XM,AHY,F,NA,0,45.4,89,98,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,10:25,10:55,SMBC2,BSE,B,NOCA,2651-51883,WY,KX,AHY,M,NA,1,48.5,93,97,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,10:24,11:04,SMBC3,BSE,R,WBNU,2741-54668,P,X,AHY,U,NA,0.5,21.4,92,49,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,11:38,12:00,SMBC3,NA,R,TUTI,2741-54669,P,X,AHY,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,10:28,11:02,SMBC2,BSE,R,WBNU,2741-54677,WY,KX,AHY,U,NA,0.5,19.5,83.5,42,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,10:19,10:49,SMBC1,REZ,B,WTSP,2741-54684,G,X,AHY,U,NA,0.5,27.2,74,68,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,10:21,10:57,SMBC2,AEH,B,WTSP,2741-54685,WY,KX,AHY,U,NA,2,29.9,75,75,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,10:30,11:11,SMBC2,REZ,B,WTSP,2741-54686,RR,KX,AHY,U,NA,2,28.1,71,70,NA,NA,NA,NA,NA,NA
NZP_2017-01-19,2017-01-19,11:29,12:00,SMBC2,AEH,B,WBNU,2741-54687,RR,KX,AHY,U,NA,0,20.7,91,57,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:31,14:57,SMBC2,BSE,B,NOCA,2651-51884,-,X,AHY,F,NA,1,40.9,90,89,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:40,15:10,SMBC 3,JLM,B,WBNU,2711-77167,-,X,AHY,U,NA,1,11.4,87,48,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:40,15:14,SMBC 2,REZ,B,WBNU,2711-77168,-,X,AHY,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:44,15:12,SMBC 3,JLM,B,WBNU,2711-77169,-,X,AHY,U,NA,0.5,20.1,88,44,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:44,14:24,SMBC 2,BSE,R,WBNU,2741-54668,P,X,AHY,U,NA,1,22.3,91,47,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:49,14:19,SMBC 2,BSE,R,WBNU,2741-54677,WY,KX,AHY,U,NA,1,20.1,84,43,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:35,14:09,SMBC 1,BSE,B,DEJU,2741-54688,WY,KX,AHY,U,NA,2,24.9,80,70,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:55,14:17,VET1,BSE,B,WBNU,2741-54689,YB,BX,AHY,U,NA,1,21.1,94,49,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:56,14:26,SMBC 1,BSE,B,WTSP,2741-54690,-,X,AHY,U,NA,2,30,76,70,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:17,14:50,VET1,JLM,B,TUTI,2741-54691,-,X,AHY,U,NA,1,23.5,80,70,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:19,14:53,VET1,JLM,B,TUTI,2741-54692,-,X,AHY,U,NA,1,24.2,79,65,NA,NA,NA,NA,tail_NZP-DC-741,NA
NZP_2017-01-24,2017-01-24,14:26,14:55,VET1,JLM,B,DEJU,2741-54693,-,X,AHY,U,NA,2,22.6,78,63,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:31,14:58,SMBC 1,JLM,B,DEJU,2741-54694,-,X,AHY,U,NA,2,21.9,75,60,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:34,15:00,SMBC 1,BSE,B,WBNU,2741-54695,-,X,AHY,F,NA,1,20.1,86,41,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:33,15:02,SMBC 2,JLM,B,DOWO,2741-54696,-,X,AHY,F,NA,0.5,27.4,92,55,NA,NA,NA,NA,NA,Growing R2
NZP_2017-01-24,2017-01-24,14:38,15:04,SMBC 2,JLM,B,TUTI,2741-54697,-,X,AHY,U,NA,1,19.2,81,75,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:38,15:05,SMBC 3,BSE,B,TUTI,2741-54698,-,X,AHY,U,NA,2,23.9,79,66,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:39,15:07,SMBC 1,JLM,B,TUTI,2741-54700,-,X,AHY,U,NA,1,21.1,76,67,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:31,14:02,SMBC 1,BSE,R,DEJU,2750-64372,O,X,AHY,U,NA,1,21.1,74,61,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:36,14:04,VET1,BSE,R,CACH,2750-64375,BY,X,AHY,U,NA,2,8.9,59,52,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:47,14:21,SMBC 2,BSE,B,CACH,2750-64376,-,X,AHY,U,NA,1,9.3,61,52,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,13:55,14:29,SMBC 1,BSE,B,CACH,2750-64377,-,X,AHY,U,NA,2,10.2,65,53,NA,NA,NA,NA,NA,NA
NZP_2017-01-24,2017-01-24,14:36,15:03,SMBC 2,BSE,B,CACH,2750-64378,-,X,AHY,U,NA,2,9.5,63,55,NA,NA,NA,NA,NA,NA
NZP_2017-01-25,2017-01-25,11:08,11:23,VC1,AEH,B,WTSP,2711-77170,YB,BX,AHY,U,NA,NA,37.1,74,NA,NA,NA,NA,NA,NA,flew away
NZP_2017-01-25,2017-01-25,12:01,12:17,SB1,AEH,B,CARW,2711-77171,RP,X,AHY,U,NA,2,24.8,60,50,NA,NA,NA,NA,NA,Kevin?
NZP_2017-01-25,2017-01-25,12:38,13:00,VC1,AEH,B,TUTI,2711-77172,O,XK,AHY,U,NA,0.5,33.3,81,70,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:04,12:39,Vet1,AEH,B,DEJU,2711-77173,-,X,AHY,U,NA,1,20.2,75,62,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:04,12:43,VET1,AEH,B,DEJU,2711-77174,-,X,AHY,U,NA,1,20.7,77,66,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:26,12:52,SMBC4,AEH,B,DEJU,2711-77175,-,X,AHY,U,NA,0.5,20.5,72.5,61,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:54,13:18,SMBC 2,AEH,B,TUTI,2711-77176,RO,X,AHY,U,NA,0.5,24.2,72,75,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:49,13:25,SMBC 2,AEH,B,HOFI,2711-77177,RM,GX,AHY,F,NA,1,21.9,76,59,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:49,13:32,SMBC 2,AEH,B,HOFI,2711-77178,RO,BX,AHY,M,NA,0.5,22.3,79,65,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:50,13:38,SMBC 2,AEH,B,HOFI,2711-77179,OW,BX,AHY,F,NA,1,22.3,76,56,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:52,13:46,SMBC4,AEH,B,WBNU,2711-77180,GM,YX,AHY,U,NA,0.5,21.5,88,44,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:52,13:50,SMBC 2,AEH,B,HOFI,2711-77181,YY,GX,AHY,F,NA,0.5,22.2,77.5,60,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:22,12:48,SMBC 2,AEH,R,WBNU,2741-54668,P,X,AHY,U,NA,0,21.4,92,46,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:58,13:54,SMBC4,AEH,R,WBNU,2741-54677,WY,KX,AHY,U,NA,0.5,19.3,86,41,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,12:04,12:33,Vet1,AEH,R,DEJU,2750-64372,O,X,AHY,U,NA,1,20.1,81,62,NA,NA,NA,NA,NA,NA
NZP_2017-01-31,2017-01-31,11:55,12:29,SMBC 2,AEH,R,CACH,2750-64375,BY,X,AHY,U,NA,0.5,8.9,59,52,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:35,12:27,SMBC3,BSE,B,MODO,1793-94805,-,X,AHY,U,NA,2,142.6,150+,138,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:35,12:33,SMBC 2,BSE,B,MODO,1793-94806,-,X,AHY,U,NA,2,152.7,150+,139,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:23,11:32,SMBC 2,AEH,B,NOCA,2651-51885,RR,KX,AHY,M,NA,1,51.6,97,103,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:28,11:13,SMBC4,AEH,R,DEJU,2711-77173,-,X,AHY,U,NA,0.5,19.2,75,63,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:26,11:04,SMBC 2,AEH,B,HOFI,2711-77182,-,X,AHY,M,NA,0.5,21.4,82,61,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:24,11:13,SMBC 2,BSE,B,WBNU,2711-77183,-,X,AHY,U,NA,0.5,20.1,87.5,47,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:24,11:23,NA,AEH,B,WBNU,2711-77184,-,X,AHY,U,NA,0,20.6,86,46,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:26,11:40,SMBC4,BSE,B,TUTI,2711-77185,-,X,AHY,U,NA,0.5,21.5,79,69,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:29,11:43,SMBC4,AEH,B,WBNU,2711-77186,-,X,AHY,U,NA,0.5,20.6,88,43,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:40,11:54,VET1,BSE,B,SOSP,2711-77187,-,X,AHY,U,NA,0.5,22.5,65,76,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:05,12:06,SMBC 2,AEH,B,TUTI,2711-77188,-,X,AHY,U,NA,0.5,22.6,83,67,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:05,12:09,SMBC 2,AEH,B,TUTI,2711-77189,-,X,AHY,U,NA,0.5,22.2,82,69,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:51,12:12,VET1,AEH,B,TUTI,2711-77190,-,X,AHY,U,NA,0.5,24,83,80,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:47,12:22,SMBC4,AEH,B,TUTI,2711-77191,-,X,AHY,U,NA,0.5,24.2,80,71,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:42,12:50,SMBC4,REZ,B,TUTI,2711-77192,-,X,AHY,U,NA,0.5,21.3,80,72,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:30,10:57,SMBC4,AEH,R,WBNU,2741-54668,P,X,AHY,U,NA,0,22.1,90,47,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:30,11:19,SMBC4,AEH,R,TUTI,2741-54670,X,KO,AHY,U,NA,0.5,21.5,78,62,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:09,12:15,SMBC 2,AEH,R,TUTI,2741-54679,-,X,AHY,U,NA,0.5,19.7,80,81,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:42,11:47,VET1,BSE,R,WBNU,2741-54672,GX,GG,AHY,U,NA,0.5,20.8,89,47,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:48,12:00,VET1,AEH,R,DOWO,2741-54696,-,X,AHY,F,NA,0.5,24.5,92,58.5,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:27,11:10,SMBC4,AEH,B,DEJU,2750-41550,-,X,AHY,U,NA,1,21.1,74.5,64,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:23,11:52,SMBC4,AEH,B,CACH,2750-41551,-,X,AHY,U,NA,0,9.4,63,57,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,10:45,11:55,VET1,AEH,B,CACH,2750-41552,-,X,AHY,U,NA,0,9.5,63,52,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:40,12:40,SMBC 2,AEH,B,AMGO,2750-41553,-,X,AHY,M,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,Released stress
NZP_2017-02-01,2017-02-01,10:32,11:36,SMBC4,AEH,R,DEJU,2750-64372,O,X,AHY,U,NA,0.5,19.6,74,58,NA,NA,NA,NA,NA,NA
NZP_2017-02-01,2017-02-01,11:40,12:39,SMBC4,REZ,R,AMGO,2750-64374,-,X,AHY,F,NA,2,13.8,70,46,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,11:00,11:19,SMBC1,JLM,B,TUTI,2711-54837,-,X,AHY,U,NA,0.5,21.2,75,68,NA,NA,NA,NA,NA,Caught twice
NZP_2017-02-06,2017-02-06,11:08,11:31,SMBC2,AEH,R,TUTI,2711-77176,RO,X,AHY,U,NA,0.5,24.1,72,74,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,12:25,12:50,SMBC2,AEH,R,TUTI,2711-77188,-,X,AHY,U,NA,1,18.9,80,70,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,11:45,11:58,ANDBR1,AEH,R,TUTI,2711-77190,-,X,AHY,U,NA,0.5,25.2,82,69,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,12:26,12:30,SMBC2,JLM,R,TUTI,2711-77192,-,X,AHY,U,NA,0,22.2,78,70,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,11:10,11:39,SMBC2,AEH,B,TUTI,2711-77193,-,X,AHY,U,NA,1,22.1,78,64,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,11:04,11:46,SMBC1,BSE,B,TUTI,2711-77194,-,X,AHY,U,NA,0.5,23.8,83,74,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,12:28,12:46,SMBC3,AEH,B,DOWO,2711-77195,-,X,AHY,F,NA,0.5,25.6,92,51,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,12:26,12:56,SMBC2,AEH,B,WBNU,2711-77196,-,X,AHY,U,NA,0.5,17.6,84,42,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,12:00,12:05,SMBC3,JLM,R,WBNU,2741-54668,P,X,AHY,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Released due to wing injury
NZP_2017-02-06,2017-02-06,12:50,12:59,ANDBR1,AEH,R,TUTI,2741-54675,-,X,AHY,U,NA,1,20.1,77,68.5,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,12:14,12:27,ANDBR1,AEH,R,TUTI,2741-54698,-,X,AHY,U,NA,1,24.3,81,66,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,11:07,11:24,SMBC2,JLM,R,TUTI,2741-54700,-,X,AHY,U,NA,0,20.7,75,65,NA,NA,NA,NA,NA,NA
NZP_2017-02-06,2017-02-06,12:45,1:04,ANDBR1,AEH,R,CACH,2750-64347,X,KO,AHY,U,NA,0,9.3,58,51,NA,NA,NA,NA,NA,NA
NZP_2017-02-08,2017-02-08,10:28,11:10,SMBC2,AEH,R,WBNU,1761-18271,-,X,AHY,U,NA,0.5,20.9,92,47,18.76,NA,NA,NA,tail_U,NA
NZP_2017-02-08,2017-02-08,11:00,11:33,SMBC4,AEH,R,TUTI,2711-77176,RO,X,AHY,U,NA,0.5,NA,84,74,21.17,NA,NA,NA,tail_NZP-DC-721,NA
NZP_2017-02-08,2017-02-08,10:28,10:57,SMBC2,AEH,B,WBNU,2711-77197,-,X,AHY,U,NA,0,19.9,86,47,19.23,NA,NA,NA,tail_NZP-DC-710,NA
NZP_2017-02-08,2017-02-08,10:57,11:29,SMBC2,AEH,B,HOFI,2711-77198,-,X,AHY,F,NA,0.5,20.2,75,61,16.84,NA,NA,NA,tail_NZP-DC-734,NA
NZP_2017-02-08,2017-02-08,11:30,12:20,SMBC2,AEH,B,DOWO,2711-77199,-,X,AHY,F,NA,0,25.9,92,51,NA,NA,NA,NA,tail_NZP-DC-711,NA
NZP_2017-02-08,2017-02-08,11:00,11:42,SMBC4,AEH,R,TUTI,2741-54669,P,X,AHY,U,NA,0.5,23.9,90,77,21.58,NA,NA,NA,tail_NZP-DC-736,NA
NZP_2017-02-08,2017-02-08,11:35,11:56,SMBC2,JLM,R,DOWO,2741-54682,-,X,AHY,M,NA,0,24.6,92,51,NA,NA,NA,NA,NA,NA
NZP_2017-02-08,2017-02-08,11:49,12:30,SMBC4,AEH,R,TUTI,2741-54697,-,X,AHY,U,NA,0.5,21.3,83,83,19.46,NA,NA,NA,tail_NZP-DC-716,NA
NZP_2017-02-08,2017-02-08,11:37,12:25,SMBC3,AEH,B,DEJU,2750-41555,-,X,AHY,U,NA,0,20.9,80,67,21.31,NA,NA,NA,tail_NZP-DC-708,NA
NZP_2017-02-08,2017-02-08,11:37,12:01,SMBC2,JLM,B,AMGO,2750-64379,-,X,AHY,U,NA,1,13.2,71,43,NA,NA,NA,NA,NA,NA
NZP_2017-02-08,2017-02-08,11:45,12:05,SMBC2,JLM,B,AMGO,2750-64380,-,X,AHY,U,NA,1,13.7,71,43.5,NA,NA,NA,NA,NA,NA
NZP_2017-02-08,2017-02-08,11:44,12:10,SMBC3,JLM,B,DEJU,2750-64381,-,X,AHY,U,NA,0.5,20.1,75,65,NA,NA,NA,NA,NA,NA
NZP_2017-02-08,2017-02-08,11:30,12:07,SMBC2,AEH,B,AMGO,2750-41554,-,X,AHY,M,NA,0.5,13.6,73,51,13.75,NA,NA,NA,tail_NZP-DC-713,NA
NZP_2017-02-14,2017-02-14,13:58,14:45,ANDBR1,BSE,B,TUTI,2711-54777,-,X,ASY,U,NA,0.5,19.9,79,69,20.85,NA,NA,FTRUN,tail_NZP-DC-725,NA
NZP_2017-02-14,2017-02-14,13:42,NA,SMBC1,AEH,B,WTSP,2711-54776,-,X,AHY,U,NA,1,29.7,75,79,23.3,N,NA,F,tail_NZP-DC-714,"assume aluminum on right, not listed on datasheet -rz"
NZP_2017-02-14,2017-02-14,14:34,14:56,SMBC1,BSE,B,WTSP,2711-54778,-,X,ASY,U,NA,2,29.7,74,72,23.35,N,NA,FTRUN,tail_NZP-DC-724,NA
NZP_2017-02-14,2017-02-14,NA,NA,NA,DLA,B,DOWO,2711-54836,-,X,AHY,F,NA,0,29.6,95,56,NA,NA,NA,NA,NA,"assume aluminum on right, not listed on datasheet -rz"
NZP_2017-02-14,2017-02-14,14:24,14:51,vet1,JLM,B,TUTI,2711-54866,-,X,AHY,U,NA,0,22.2,79,68,NA,NA,NA,NA,NA,"assume aluminum on right, not listed on datasheet -rz"
NZP_2017-02-14,2017-02-14,14:02,14:09,SMBC4,REZ,R,DOWO,2711-77195,-,X,AHY,U,NA,0,24.9,93,50,NA,NA,NA,NA,NA,NA
